age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
42,4,216190,8,4,8,1,4,0,0,0,39,39,0
37,0,250172,0,6,12,4,4,0,0,0,10,2,0
43,4,169142,11,4,6,3,4,1,0,0,21,3,0
59,4,124282,11,0,1,4,2,0,0,0,22,39,0
19,4,202369,11,6,14,1,2,1,0,2413,40,39,0
48,4,557210,9,2,3,0,4,1,0,0,49,39,0
23,4,274831,15,4,4,3,4,0,0,0,64,39,0
38,4,129866,11,0,3,1,4,0,0,0,58,39,0
47,4,151548,7,2,13,0,1,1,15341,0,30,39,1
54,4,174009,8,2,4,0,4,1,0,2671,50,39,1
68,7,143692,15,0,10,1,4,0,0,0,40,39,0
41,4,202568,11,2,4,4,4,0,0,0,40,13,0
35,2,352343,5,2,13,0,4,1,0,0,40,39,1
38,4,354758,15,2,4,0,1,1,0,0,45,30,1
65,4,160728,9,2,4,5,4,1,1218,0,83,39,1
37,7,239098,13,4,12,3,2,1,0,0,21,39,0
68,7,174290,9,4,1,1,4,1,0,0,50,39,0
49,2,174035,11,2,1,4,4,1,344,0,50,39,0
20,4,184851,11,4,1,2,2,0,0,0,40,39,0
30,7,37428,11,4,0,1,4,1,0,0,58,14,0
24,4,392831,0,4,10,3,2,0,0,1985,40,39,0
38,6,382298,15,6,1,5,4,0,0,0,40,39,0
22,4,97440,5,4,8,1,4,0,0,0,50,39,0
20,6,180669,11,4,0,1,4,1,0,0,30,19,0
38,4,161448,11,2,1,0,4,1,0,0,40,39,0
50,4,263168,15,4,3,3,4,0,0,0,40,39,0
48,4,181366,8,2,4,0,4,1,0,0,59,39,1
21,0,41516,8,4,3,1,4,1,0,0,21,39,0
52,6,163779,7,2,13,0,4,1,0,0,45,39,1
34,7,256779,6,2,11,0,4,1,0,1897,50,39,1
51,6,135248,11,2,7,0,4,1,0,0,22,19,1
45,4,142540,8,2,11,0,4,1,0,0,40,39,0
41,4,383827,9,4,10,3,4,0,0,0,39,39,0
26,4,206303,15,4,6,2,2,1,0,0,70,39,0
25,4,133640,9,4,1,1,4,0,0,0,36,39,0
67,4,218554,15,0,10,1,4,0,0,0,37,39,0
43,6,147928,15,2,13,0,4,1,0,0,36,39,1
35,4,151068,11,2,1,4,4,0,0,0,40,39,0
37,4,341179,11,2,12,0,4,1,0,0,50,39,0
34,4,33509,15,2,12,0,4,1,0,0,21,30,1
20,4,212686,13,4,4,1,4,1,0,0,40,19,0
39,4,70238,11,2,7,0,4,1,0,0,40,39,0
51,0,130906,8,2,4,0,4,1,1338,0,49,39,0
56,4,219663,11,6,12,4,4,1,0,0,40,39,1
34,2,138730,11,2,8,0,4,1,0,0,40,39,0
37,4,33552,11,2,3,0,4,1,0,0,59,24,1
34,4,98358,15,4,0,1,4,0,0,0,36,39,0
70,4,109903,15,1,4,1,4,0,6858,1997,32,13,1
59,4,29762,8,0,4,1,4,1,0,0,40,39,0
56,4,332785,11,6,10,1,4,0,0,0,21,39,0
43,5,163325,9,2,8,5,4,1,0,0,40,39,1
38,4,240917,11,2,4,0,4,1,0,0,45,39,0
26,4,143308,11,4,4,3,4,1,0,0,39,39,0
41,3,126347,11,2,3,0,1,1,16261,0,40,39,1
23,4,174643,1,4,8,3,4,1,28909,2716,40,34,0
45,4,140057,11,2,12,0,4,1,0,0,40,39,0
49,0,103689,12,2,1,0,4,1,0,0,40,30,1
26,6,41161,15,5,1,2,4,0,0,0,40,39,0
40,4,231060,11,2,5,0,4,0,0,0,40,39,0
29,4,113508,2,4,0,3,4,1,0,0,11,39,0
22,4,54877,15,4,8,1,4,0,0,0,10,39,0
37,4,169395,11,0,0,4,1,1,0,0,36,39,0
20,4,104122,0,4,6,1,4,0,0,0,40,39,0
26,4,388310,15,4,10,3,2,0,0,0,50,39,0
63,5,94646,15,1,4,5,4,0,0,0,40,39,1
66,4,116676,11,5,4,1,4,0,0,0,40,39,0
43,4,148000,0,4,10,3,4,1,0,0,21,39,0
55,6,199895,15,4,8,1,4,0,0,0,21,39,0
49,2,22297,9,2,5,0,4,1,1105,0,45,39,0
43,4,106759,15,2,7,0,4,1,0,0,30,39,1
40,7,208560,0,2,1,0,4,1,5567,1896,21,39,1
44,4,235517,11,2,5,0,4,1,0,0,40,39,1
37,4,192770,8,0,12,1,3,0,0,0,30,39,0
35,4,182343,9,2,5,0,4,1,0,0,36,39,0
49,1,293839,4,2,4,0,4,1,0,0,50,39,1
39,4,215662,15,2,4,0,4,1,0,0,58,39,1
20,4,43332,15,4,1,2,2,0,0,0,40,39,0
21,4,133262,15,0,8,3,4,0,0,0,40,39,0
29,4,211219,15,4,1,3,4,1,0,0,11,5,0
27,4,214769,13,4,12,1,4,0,0,0,40,14,0
37,6,263295,11,2,11,0,4,1,0,0,11,39,0
28,2,211217,11,0,1,2,2,0,0,0,40,0,0
23,4,213999,8,4,5,3,4,1,0,0,36,0,0
44,0,238016,11,4,10,1,2,0,0,0,40,39,0
28,7,333494,15,4,5,3,4,0,0,0,36,39,0
35,7,304927,11,0,11,4,2,0,0,0,40,39,0
19,4,389537,1,4,8,3,4,1,0,0,40,39,0
35,2,123120,8,0,4,4,2,0,0,0,36,22,0
34,4,278882,11,2,12,4,2,1,0,0,40,13,0
61,6,191695,15,6,3,5,4,0,0,0,47,0,0
66,4,186284,15,4,3,1,4,0,0,0,25,39,0
45,4,195682,9,2,8,0,4,1,4643,0,40,39,1
23,4,257392,15,4,8,1,2,0,0,0,40,39,0
55,2,131165,9,2,4,5,4,1,6653,0,40,39,1
18,4,219154,12,4,8,3,4,0,0,0,36,30,0
34,0,279140,11,2,7,0,4,1,0,0,58,39,0
22,4,302265,8,4,0,3,3,1,0,0,40,39,0
44,4,323510,11,0,6,4,2,0,0,0,40,39,0
45,4,103699,15,2,11,0,4,1,0,0,40,39,1
30,4,276657,11,0,5,4,2,0,0,0,45,11,0
47,4,72708,9,2,5,0,4,1,0,1983,40,39,1
37,4,375177,11,2,8,0,4,1,0,0,58,39,1
35,6,518357,11,3,0,4,0,0,0,0,40,39,0
36,4,85488,8,2,14,0,4,1,0,0,40,39,0
31,2,186059,5,3,1,1,4,0,0,0,36,6,1
56,5,223633,9,0,0,1,4,1,1633,0,36,39,0
22,4,179897,4,4,3,3,2,1,0,0,40,39,0
56,4,176072,8,0,5,4,4,0,0,0,22,39,0
56,2,60137,12,2,10,0,4,1,0,0,55,39,0
38,4,108572,15,0,8,1,2,1,0,0,40,39,0
38,4,281297,11,2,5,0,4,1,0,0,5,39,1
30,4,138769,11,0,7,0,4,0,0,0,21,39,0
53,4,140434,0,0,1,3,4,0,0,0,40,39,0
29,4,164168,11,0,10,2,1,0,0,0,40,39,0
27,4,168913,1,4,7,3,1,1,0,0,21,39,0
41,4,113717,4,2,13,0,4,1,16061,1055,40,39,1
39,0,28492,10,2,14,0,4,1,0,0,11,30,1
57,4,92765,14,2,4,0,4,1,97037,0,58,39,1
28,4,145935,11,4,3,3,4,1,0,0,40,21,0
35,4,351523,11,2,7,0,4,1,0,0,40,39,0
42,4,262173,2,4,3,3,4,0,0,0,40,39,0
36,4,261108,15,2,12,0,4,1,0,0,40,39,1
36,1,263891,15,4,8,3,4,0,0,0,22,14,0
47,4,268301,15,0,3,5,4,0,0,0,45,39,1
20,4,182856,14,4,8,3,4,1,0,0,30,39,0
29,0,197443,8,1,7,4,2,0,0,0,40,39,0
37,4,190546,6,4,3,1,4,0,0,0,49,39,0
31,4,200526,11,0,1,1,4,0,0,0,19,39,0
44,4,69051,11,0,10,5,4,1,0,0,36,35,0
59,0,185986,11,0,1,1,4,0,0,0,11,39,0
42,6,152735,15,2,3,4,2,1,0,0,40,39,0
40,4,453190,12,2,10,0,4,1,0,0,58,0,1
20,4,469752,9,5,1,1,4,1,0,0,40,39,0
47,4,239455,9,2,10,0,4,1,0,0,45,39,1
19,0,218191,15,4,14,3,4,1,0,0,36,39,1
52,4,131622,15,0,4,4,2,1,0,0,49,39,0
33,4,145556,11,2,12,0,2,1,0,0,40,39,0
52,4,103573,6,2,14,1,4,0,0,1769,40,39,0
68,5,175023,15,0,8,1,4,0,0,0,40,39,0
31,4,132833,11,2,3,0,4,1,0,0,81,39,0
32,4,49664,11,5,3,1,2,0,0,0,36,39,0
21,4,329369,9,4,0,3,2,1,0,0,36,39,0
38,3,186540,12,6,4,3,4,1,0,0,68,39,0
35,4,51929,9,2,10,0,4,1,0,0,40,23,1
33,0,204543,11,0,0,0,0,0,0,0,10,39,1
69,4,47925,14,2,10,1,4,1,0,0,50,39,1
43,1,118737,9,2,14,0,4,1,0,0,50,39,1
35,4,148934,15,2,1,0,4,1,0,0,58,39,0
48,4,186108,9,2,12,0,4,1,8351,0,40,8,1
37,4,208158,15,0,3,4,4,0,0,0,40,39,0
42,4,184768,9,2,3,0,1,1,0,0,50,39,1
47,6,185084,15,2,10,0,1,1,0,0,50,39,1
20,4,216967,11,4,5,2,4,1,0,0,40,39,0
21,1,107967,9,4,12,2,4,1,0,0,40,39,0
20,4,45748,8,5,10,3,4,1,0,0,36,32,0
33,4,218666,2,2,3,0,2,1,0,0,40,2,0
32,4,408681,11,2,8,2,2,0,0,1989,40,39,0
37,4,133787,10,2,7,0,4,1,0,0,40,39,0
41,6,204066,15,2,4,0,4,1,0,0,45,39,0
28,4,125418,12,4,10,3,4,0,0,0,49,39,0
27,4,46148,6,4,13,4,4,1,0,0,36,6,0
62,6,422545,15,0,4,2,4,1,0,0,40,39,0
59,4,328199,15,2,3,0,4,1,5398,0,40,39,1
22,4,41886,0,3,1,5,4,0,0,0,58,39,0
63,7,200348,9,2,4,5,4,1,6052,1887,40,39,1
20,4,103213,9,4,8,1,4,1,0,0,50,39,0
35,4,223936,15,2,4,4,4,0,0,0,49,39,0
19,4,206368,8,0,7,5,4,0,0,0,45,39,0
28,4,269806,4,0,12,5,2,0,0,0,36,2,0
48,4,138629,8,4,0,2,2,0,6434,0,40,39,0
59,4,115977,9,1,4,5,4,0,5993,0,50,39,1
20,4,398814,12,4,7,1,3,0,0,0,45,39,0
21,4,104201,15,4,6,2,2,0,0,0,40,17,0
28,7,194687,11,4,8,4,4,0,0,0,40,14,0
24,6,100270,10,4,10,5,4,1,0,0,50,39,0
68,4,231328,15,4,8,1,4,0,10889,0,50,39,0
21,1,385583,15,4,0,1,4,1,0,0,40,39,0
20,4,104472,2,4,1,1,4,1,0,0,40,39,0
33,4,819276,12,0,3,4,4,1,0,0,35,39,1
44,4,208311,15,2,4,5,4,1,0,0,40,39,1
49,5,429498,14,2,4,0,4,1,0,0,40,39,1
41,6,234365,11,2,10,0,4,1,96470,0,31,39,1
64,4,192493,3,4,8,1,4,1,0,0,36,39,0
38,4,71857,11,2,1,0,4,1,0,0,45,0,0
23,4,235836,15,4,1,3,4,0,0,0,22,39,0
52,4,159449,15,2,10,0,4,1,0,0,40,39,1
31,4,187211,11,2,3,0,4,1,0,0,40,39,0
34,4,374387,11,2,7,0,4,1,0,0,40,39,0
45,4,186112,11,2,4,0,2,1,0,0,40,39,1
45,2,278884,11,0,0,1,0,0,0,0,40,39,0
34,4,295652,9,2,7,0,4,1,0,0,40,24,1
43,6,43410,7,2,5,0,4,1,0,0,40,39,0
49,4,94576,15,0,12,2,4,0,0,0,40,39,0
20,4,210962,5,4,7,1,0,1,0,0,30,39,0
32,4,393034,15,2,7,0,4,1,0,0,40,39,0
20,4,218806,15,4,12,1,4,0,0,0,40,35,0
36,4,236709,11,6,8,4,2,0,0,0,11,39,0
40,2,332019,11,2,10,0,4,1,0,0,40,23,1
53,4,430002,9,2,3,0,4,1,0,0,40,39,1
35,4,294729,14,4,9,1,4,1,0,0,40,39,0
48,6,78012,15,2,3,0,0,1,0,0,50,6,1
34,4,317695,1,4,12,1,2,1,0,0,40,39,0
50,4,117727,15,4,11,3,4,0,6011,0,20,39,0
29,4,251028,9,4,1,3,4,0,0,0,45,39,0
40,4,113600,9,2,11,0,4,1,0,0,40,39,0
49,4,110324,15,2,7,4,4,0,0,0,40,39,0
43,4,222243,9,2,12,0,4,0,0,0,47,39,1
62,4,228263,4,2,13,0,4,1,0,0,50,39,1
69,7,213052,11,0,10,5,4,0,34975,1620,50,39,1
37,4,164003,11,2,10,0,4,1,0,0,40,39,1
23,4,267973,15,4,3,3,2,0,0,0,40,7,0
61,4,62868,12,6,9,1,4,0,0,0,32,39,0
31,5,436295,15,2,3,4,4,1,0,0,40,14,0
35,2,106631,11,2,5,0,4,1,0,0,45,32,0
44,4,131068,12,5,5,3,4,1,0,0,40,39,0
55,2,220930,13,2,3,0,4,1,26620,0,40,39,1
38,4,244244,10,2,10,0,4,1,0,0,50,39,1
23,4,261667,15,4,8,3,2,1,0,0,40,39,0
59,4,385799,11,2,0,1,4,0,0,0,48,39,0
22,4,327957,0,4,0,1,4,0,0,0,21,39,0
36,4,281581,11,2,12,0,2,1,0,1652,58,39,0
59,4,176756,0,0,12,3,4,1,0,0,21,39,0
21,0,94048,9,4,12,1,4,1,0,0,30,39,0
26,4,180882,15,4,7,5,3,1,0,0,30,39,0
20,4,483184,15,4,7,3,4,1,0,0,40,31,0
40,4,170066,15,4,1,1,4,0,0,0,32,39,0
24,4,91454,9,4,1,4,4,0,0,0,40,39,0
19,4,186022,1,4,6,3,0,1,0,1985,40,39,0
70,4,163911,8,5,4,1,4,0,0,0,65,39,1
69,6,86450,5,1,4,3,4,0,0,0,40,39,1
57,4,94335,5,2,7,2,4,0,0,0,36,39,0
50,4,69473,11,2,5,4,4,1,0,0,40,39,0
19,0,107614,0,4,12,3,4,1,0,0,40,39,0
39,4,255114,4,2,12,0,4,1,0,1641,50,39,0
49,4,236025,11,2,10,4,4,0,0,0,40,39,0
54,4,175268,15,4,14,0,4,1,0,0,50,39,1
38,4,230161,11,2,0,4,4,0,0,0,40,39,0
30,4,256351,7,6,6,4,2,0,0,0,58,36,0
25,4,240549,9,4,0,3,4,0,0,0,36,39,0
24,4,323476,0,4,12,3,4,0,0,0,36,39,0
52,4,156259,1,2,10,0,4,1,0,0,58,2,1
35,0,203320,15,2,11,0,4,1,0,0,40,39,0
48,5,272202,9,2,14,0,4,1,0,0,40,39,1
55,4,446176,5,2,8,0,4,1,13775,0,52,39,1
45,4,202597,15,0,4,1,4,1,0,0,36,39,0
30,4,181991,15,6,12,4,2,0,0,0,40,14,0
42,4,290417,15,2,4,0,4,1,0,1074,59,27,0
36,4,330726,9,4,7,3,4,1,0,0,40,36,0
23,2,47476,9,5,3,1,4,0,0,2337,49,39,1
63,4,125603,9,2,4,5,4,1,5025,0,47,39,0
36,4,150442,11,2,14,0,4,1,0,0,40,39,0
39,6,114903,11,2,12,4,4,1,0,0,40,39,0
68,6,212052,9,2,4,1,4,0,9081,0,51,39,1
26,4,231193,11,3,1,1,4,1,0,0,40,39,0
41,4,151057,12,4,3,1,4,0,0,0,8,39,1
22,0,40669,15,4,8,1,4,0,0,0,11,39,0
27,4,138763,15,4,6,1,4,1,0,0,21,39,0
18,0,271271,9,5,0,1,4,0,0,0,40,39,0
34,4,342702,7,4,8,1,4,1,0,0,52,39,0
60,5,186610,15,2,10,5,4,1,0,0,62,39,1
40,4,173871,7,2,4,0,4,1,9102,0,40,39,1
37,0,292215,15,2,10,0,4,1,0,0,40,39,1
49,4,291278,15,4,14,3,4,1,0,0,28,39,0
43,4,228091,14,2,13,0,4,1,0,0,58,39,1
49,5,130863,4,2,8,0,4,1,0,0,40,39,1
21,4,39498,6,4,4,1,3,0,0,0,21,39,0
33,6,767036,8,2,13,5,4,1,0,0,40,39,0
22,4,135388,15,0,7,3,2,0,2961,0,40,39,0
39,4,56455,11,6,8,4,4,0,0,0,40,39,0
54,4,189731,11,2,4,0,4,1,8225,0,58,39,1
21,1,173972,11,6,12,4,2,0,0,0,40,39,0
51,6,153684,11,2,11,0,4,1,0,0,40,39,0
63,4,208386,15,4,1,4,3,0,0,0,40,39,0
24,2,148336,15,6,11,4,2,1,0,0,40,13,0
43,4,275894,15,2,3,0,2,1,0,0,50,39,1
40,4,173477,11,2,8,0,4,1,0,0,21,39,0
23,4,214247,5,4,12,1,3,1,0,0,21,39,0
39,4,248773,15,2,3,0,4,1,0,0,40,39,0
57,6,179472,15,4,14,1,4,0,0,0,50,39,0
48,4,137730,9,2,4,0,4,1,0,2318,40,25,1
20,4,114249,0,4,1,1,2,0,0,0,45,39,0
40,4,217378,15,2,11,0,4,1,0,0,40,39,0
41,4,39235,11,2,3,0,4,1,0,0,40,0,0
56,7,234085,12,2,4,5,4,1,3090,0,50,39,1
49,6,115792,5,2,3,0,4,1,0,0,45,39,1
20,0,183937,11,4,12,1,4,0,0,0,36,39,0
46,5,115420,15,2,4,0,4,1,8081,0,40,31,1
19,4,97274,15,4,9,1,4,1,0,0,40,33,0
70,4,320875,14,0,10,1,2,0,5556,0,66,39,1
62,2,110818,9,0,10,5,4,0,0,0,65,39,1
43,6,240191,10,2,10,0,4,1,0,0,50,39,1
60,6,132090,5,0,10,1,4,0,0,0,41,39,0
33,4,195213,8,2,7,0,4,1,0,0,40,14,0
18,4,119291,0,4,1,3,4,1,0,0,30,39,0
64,5,385664,9,2,10,0,4,1,5995,0,50,39,1
20,4,190954,5,4,10,3,4,1,0,0,19,39,0
34,4,186136,11,2,7,0,4,1,0,0,40,39,1
48,2,37256,15,2,0,0,4,1,0,0,58,39,1
36,4,253339,11,2,3,0,4,1,0,0,40,39,0
31,4,271107,11,2,7,0,4,1,0,0,40,39,0
21,4,258309,0,4,12,3,2,0,0,0,40,33,0
38,4,79327,15,3,4,4,4,0,112,0,22,39,0
25,4,222171,5,4,8,5,4,1,0,1630,12,39,0
40,3,346926,15,2,3,0,4,1,0,0,57,39,1
69,5,110426,15,0,10,5,4,1,96168,0,51,39,1
22,4,168342,15,4,12,3,4,0,0,0,40,39,0
42,4,294105,9,2,4,0,4,1,0,0,50,18,1
30,4,265506,7,5,13,4,2,0,0,0,40,0,0
52,4,50221,12,2,4,0,1,1,0,0,50,39,1
61,4,160448,15,0,12,1,4,0,0,0,40,39,0
43,4,311062,11,2,12,0,4,1,0,0,40,39,0
49,0,127922,1,3,11,2,4,0,0,0,33,39,0
59,5,350432,1,5,4,4,4,0,1520,0,21,39,0
42,4,94104,15,2,11,0,4,1,0,0,40,39,0
48,6,196925,8,2,3,0,4,1,0,0,30,39,1
21,4,329607,4,4,14,1,3,1,0,0,80,39,0
51,4,203124,9,2,3,0,4,1,0,0,59,39,0
29,2,183068,5,2,7,0,2,0,0,0,40,19,0
55,1,186287,9,2,7,5,4,1,14966,0,50,39,1
24,4,38683,11,4,7,4,3,1,0,0,70,33,0
51,5,125114,10,2,4,0,4,1,0,0,40,39,0
58,6,474921,9,2,4,5,2,1,6412,0,35,39,1
38,1,189103,14,2,12,0,4,1,0,0,40,39,0
19,2,138899,15,4,12,3,4,1,0,1612,36,39,0
48,4,134028,11,2,1,0,4,1,0,0,40,39,0
33,4,165768,11,2,10,0,4,1,0,0,40,17,1
23,4,101107,15,4,14,3,3,1,0,0,21,39,0
19,2,109792,13,4,12,1,4,0,0,0,40,39,0
38,6,175532,11,2,5,0,0,1,0,0,40,39,1
40,2,252029,11,0,7,4,2,0,0,0,70,6,1
22,4,40234,0,4,1,4,4,0,0,0,40,39,0
21,4,39218,1,4,10,1,3,1,0,0,40,39,0
42,7,288185,9,2,3,0,4,1,0,0,40,39,1
38,1,191331,11,2,7,4,4,0,0,0,40,39,0
20,4,41583,15,5,9,1,4,0,0,0,36,26,0
41,4,275263,11,2,4,0,4,1,0,0,50,39,1
57,4,312115,11,2,10,0,4,1,96617,0,40,39,1
36,4,86854,15,2,13,0,4,1,0,0,40,34,0
20,4,177962,11,4,7,1,4,1,0,0,45,39,0
21,0,46607,11,0,12,4,2,1,0,0,40,39,0
59,6,304534,15,2,4,5,4,0,13465,0,49,39,1
64,4,158013,15,4,10,1,4,0,10077,0,48,39,1
38,2,154604,11,2,7,0,3,1,0,0,40,25,0
48,4,219306,11,6,1,4,4,0,0,0,21,39,0
51,4,17588,11,6,10,2,4,0,0,0,40,39,0
23,2,132864,3,0,8,4,4,0,0,0,69,39,0
40,6,328295,11,2,3,0,4,1,0,0,11,39,1
33,0,264546,11,2,10,0,4,1,0,0,58,39,1
52,4,273112,6,3,8,2,4,1,0,0,27,39,0
37,4,193149,11,2,4,0,4,1,9484,0,30,29,1
51,1,211428,11,2,10,0,4,1,15171,0,45,39,1
58,5,320405,9,2,10,0,4,1,2370,1884,45,39,1
28,4,138416,8,0,4,1,1,0,0,0,29,39,0
20,0,182929,11,4,1,3,4,0,0,1598,21,39,0
35,6,428850,11,2,4,5,4,1,0,0,40,2,0
40,4,198818,1,2,10,0,4,1,0,0,40,39,1
33,1,232556,13,0,10,2,2,0,0,0,40,39,0
56,7,291862,11,2,4,0,4,1,7327,0,40,39,1
22,4,177794,0,0,12,1,4,0,0,0,35,39,0
67,0,106332,0,4,10,1,4,0,0,0,28,39,0
45,4,116948,7,6,11,2,2,0,0,0,40,0,0
33,0,59680,15,2,1,0,4,1,0,0,45,39,0
22,4,102311,11,4,6,1,4,0,0,0,40,39,0
51,4,238765,8,2,14,0,4,0,0,0,36,7,0
52,4,36051,15,4,8,3,4,1,0,0,40,39,0
34,4,323185,11,3,14,0,2,1,0,0,40,39,0
66,7,151746,11,0,10,5,4,0,0,0,66,39,1
23,4,138443,13,4,13,1,4,1,0,0,40,39,0
61,4,210956,9,4,9,3,4,0,0,0,48,39,0
20,4,259588,11,4,3,1,1,1,0,0,40,39,0
41,7,206720,11,2,8,0,4,1,0,0,30,39,0
57,4,308466,11,2,4,0,4,0,0,0,49,39,0
44,4,169347,9,4,0,3,4,1,0,0,46,39,1
19,4,181009,15,4,12,3,1,1,0,0,40,39,0
34,4,216508,11,4,13,1,2,0,0,0,40,39,0
30,4,192951,0,4,5,1,4,1,0,0,36,39,0
41,2,333623,9,2,3,0,4,1,0,1055,45,39,1
47,2,197776,11,2,11,0,1,0,0,0,30,39,0
32,4,355328,7,2,0,0,0,1,0,0,11,39,0
24,4,388210,7,4,1,4,4,1,0,0,11,39,0
38,4,123288,0,6,12,1,4,0,0,0,40,39,0
27,2,102974,0,4,10,1,4,1,0,0,50,5,0
68,4,142732,15,6,10,4,4,0,0,0,40,39,0
43,4,119514,3,4,3,3,4,1,0,0,45,39,0
34,4,189001,11,2,12,0,1,1,0,0,40,39,0
41,0,173157,15,0,10,1,4,0,0,1039,50,39,1
47,4,260590,0,4,5,2,4,1,0,0,40,39,0
57,4,150514,7,2,4,5,4,1,2470,1619,50,39,1
69,6,74220,8,0,0,4,4,0,0,0,32,39,0
51,7,26735,12,2,4,0,4,1,0,0,40,39,0
41,4,211447,13,3,4,4,4,0,0,0,36,39,0
39,4,355401,15,2,6,0,4,1,9498,0,36,39,1
32,4,197699,8,6,1,4,2,0,0,0,40,39,0
18,4,191595,15,5,2,1,4,0,0,0,30,39,0
18,4,40957,1,4,1,1,4,1,0,0,50,39,0
